# Note:  GroundTruthClusterID ObtainedClusterIDs dont correspond, they just denote grouping of nodes.
# Node GroundTruthClusterID ObtainedClusterID_pivot ObtainedClusterID_density ObtainedClusterID_vote
1235 6 104 502 1004
1236 6 104 502 1004
1237 6 104 502 1004
1238 6 104 502 1004
1239 6 104 502 1004
1240 6 104 502 1004
1241 6 104 502 1004
1242 6 104 502 1004
1243 6 104 502 1004
1244 6 104 502 1004
1245 6 104 502 1004
1246 6 104 502 1004
1247 6 104 502 1004
1248 6 104 502 1004
1249 6 104 502 1004
1250 6 104 502 1004
1251 6 104 502 1004
1252 6 104 502 1004
1253 6 104 502 1004
1254 6 104 502 1004
1255 6 104 502 1004
1256 6 104 502 1004
1257 6 100 504 1001
1258 6 104 502 1004
1259 6 102 500 1002
1260 6 104 502 1004
1261 6 104 502 1004
1262 6 104 502 1004
1263 6 104 502 1004
1264 6 104 502 1004
1265 6 101 501 1000
1266 6 104 502 1004
1267 6 104 502 1004
1268 6 104 502 1004
1269 6 104 502 1004
1270 6 104 502 1004
1271 6 104 502 1004
1272 6 104 502 1004
1273 6 104 502 1004
1274 6 104 502 1004
1275 6 104 502 1004
1276 6 104 502 1004
1277 6 104 502 1004
1278 6 101 501 1000
1279 6 104 502 1004
1280 6 104 502 1004
1281 6 104 502 1004
1282 6 104 502 1004
1283 6 104 502 1004
1284 6 104 502 1004
1285 6 104 502 1004
1286 6 104 502 1004
1287 6 104 502 1004
1288 6 104 502 1004
1289 6 104 502 1004
1290 6 104 502 1004
1291 6 104 502 1004
1292 6 104 502 1004
1293 6 104 502 1004
1294 6 104 502 1004
1295 6 104 502 1004
1296 6 104 502 1004
1297 6 104 502 1004
1298 6 104 502 1004
1299 6 104 502 1004
1300 6 104 502 1004
1301 6 104 502 1004
1302 6 104 502 1004
1303 6 104 502 1004
1304 6 104 502 1004
1305 6 104 502 1004
1306 6 104 502 1004
1307 6 104 502 1004
1308 6 104 502 1004
1309 6 104 502 1004
1310 6 104 502 1004
1311 6 104 502 1004
1312 6 104 502 1004
1313 6 104 502 1004
1314 6 104 502 1004
1315 6 104 502 1004
1316 6 104 502 1004
1317 6 104 502 1004
1318 6 104 502 1004
1319 6 104 502 1004
1320 6 104 502 1004
1321 6 104 502 1004
1322 6 104 502 1004
1323 6 104 502 1004
1324 6 104 502 1004
1325 6 104 502 1004
1326 6 104 502 1004
1327 6 104 502 1004
1328 6 104 502 1004
1329 6 104 502 1004
1330 6 104 502 1004
1331 6 104 502 1004
1332 6 104 502 1004
1333 6 104 502 1004
1334 6 104 502 1004
1335 6 104 502 1004
1336 6 104 502 1004
1337 6 104 502 1004
1338 6 104 502 1004
1339 6 104 502 1004
1340 6 104 502 1004
1341 6 104 502 1004
1342 6 104 502 1004
1343 6 104 502 1004
1344 6 104 502 1004
1345 6 104 502 1004
1346 6 104 502 1004
1347 6 104 502 1004
1348 6 104 502 1004
1349 6 100 504 1001
1350 6 104 502 1004
1351 6 104 502 1004
1352 6 104 502 1004
1353 6 104 502 1004
1354 6 104 502 1004
1355 6 104 502 1004
1356 6 104 502 1004
1357 6 104 502 1004
1358 6 104 502 1004
1359 6 104 502 1004
1360 6 104 502 1004
1361 6 104 502 1004
1362 6 104 502 1004
1363 6 104 502 1004
1364 6 104 502 1004
1365 6 104 502 1004
1366 6 104 502 1004
1367 6 104 502 1004
1368 6 104 502 1004
1369 6 104 502 1004
1370 6 102 500 1002
1371 6 104 502 1004
1372 6 104 502 1004
1373 6 104 502 1004
1374 6 104 502 1004
1375 6 104 502 1004
1376 6 104 502 1004
1377 6 104 502 1004
1378 6 104 502 1004
1379 6 104 502 1004
1380 6 104 502 1004
1381 6 104 502 1004
1382 6 104 502 1004
1383 6 104 502 1004
1384 6 104 502 1004
1385 6 104 502 1004
1386 6 104 502 1004
1387 6 104 502 1004
1388 6 104 502 1004
1389 6 104 502 1004
1390 6 104 502 1004
1391 6 104 502 1004
1392 6 104 502 1004
1393 6 104 502 1004
1394 6 104 502 1004
1395 6 104 502 1004
1396 6 104 502 1004
1397 6 104 502 1004
1398 6 104 502 1004
1399 6 104 502 1004
1400 6 104 502 1004
1401 6 104 502 1004
1402 6 104 502 1004
1403 6 104 502 1004
1404 6 104 502 1004
1405 6 104 502 1004
1406 6 104 502 1004
1407 6 104 502 1004
1408 6 104 502 1004
1409 6 104 502 1004
1410 6 104 502 1004
1411 6 104 502 1004
1412 6 104 502 1004
1413 6 104 502 1004
1414 6 104 502 1004
1415 6 104 502 1004
1416 6 104 502 1004
1417 6 104 502 1004
1418 6 104 502 1004
1419 6 102 500 1002
1420 6 104 502 1004
1421 6 104 502 1004
1422 6 104 502 1004
1423 6 104 502 1004
1424 6 104 502 1004
1425 6 104 502 1004
1426 6 104 502 1004
1427 6 104 502 1004
1428 6 102 500 1002
1429 6 104 502 1004
1430 6 104 502 1004
1431 6 104 502 1004
1432 6 104 502 1004
1433 6 104 502 1004
1434 6 104 502 1004
1435 6 104 502 1004
1436 6 104 502 1004
1437 6 104 502 1004
1438 6 104 502 1004
1439 6 104 502 1004
1440 6 104 502 1004
1441 6 104 502 1004
1442 6 104 502 1004
1443 6 104 502 1004
1444 6 104 502 1004
1445 6 104 502 1004
1446 6 104 502 1004
1447 6 104 502 1004
1448 6 104 502 1004
1449 6 104 502 1004
1450 6 104 502 1004
1451 6 104 502 1004
1452 6 104 502 1004
1453 6 104 502 1004
1454 6 104 502 1004
1455 6 104 502 1004
1456 6 104 502 1004
1457 6 104 502 1004
1458 6 104 502 1004
1459 6 104 502 1004
1460 6 104 502 1004
1461 6 104 502 1004
1462 6 104 502 1004
1463 6 104 502 1004
1464 6 104 502 1004
1465 6 104 502 1004
1466 6 104 502 1004
1467 6 104 502 1004
1468 6 104 502 1004
1469 6 104 502 1004
1470 6 102 500 1002
1471 6 104 502 1004
1472 6 104 502 1004
1473 6 104 502 1004
1474 6 104 502 1004
1475 6 104 502 1004
1476 6 104 502 1004
1477 6 104 502 1004
1478 6 104 502 1004
1479 6 104 502 1004
1480 6 104 502 1004
1481 6 104 502 1004
1482 6 104 502 1004
1483 6 104 502 1004
1484 6 104 502 1004
1485 6 102 500 1002
1486 6 104 502 1004
1487 6 104 502 1004
1488 6 104 502 1004
1489 6 104 502 1004
1490 6 104 502 1004
1491 6 104 502 1004
1492 6 104 502 1004
1493 6 104 502 1004
1494 6 104 502 1004
1495 6 104 502 1004
1496 6 104 502 1004
1497 6 104 502 1004
1498 6 104 502 1004
1499 6 104 502 1004
1500 6 104 502 1004
1501 2 100 504 1001
1502 2 100 504 1001
1503 2 100 504 1001
1504 2 100 504 1001
1505 2 100 504 1001
1506 2 100 504 1001
1507 2 100 504 1001
1508 2 100 504 1001
1509 2 100 504 1001
1510 2 100 504 1001
1511 2 100 504 1001
1512 2 100 504 1001
1513 2 100 504 1001
1514 2 100 504 1001
1515 2 100 504 1001
1516 2 100 504 1001
1517 2 100 504 1001
1518 2 100 504 1001
1519 2 100 504 1001
1520 2 100 504 1001
1521 2 100 504 1001
1522 2 100 504 1001
1523 2 100 504 1001
1524 2 100 504 1001
1525 2 100 504 1001
1526 2 100 504 1001
1527 2 100 504 1001
1528 2 100 504 1001
1529 2 100 504 1001
1530 2 100 504 1001
1531 2 100 504 1001
1532 2 100 504 1001
1533 2 100 504 1001
1534 2 100 504 1001
1535 2 100 504 1001
1536 2 100 504 1001
1537 2 100 504 1001
1538 2 100 504 1001
1539 2 100 504 1001
1540 2 100 504 1001
1541 2 100 504 1001
1542 2 100 504 1001
1543 2 100 504 1001
1544 2 100 504 1001
1545 2 100 504 1001
1546 2 100 504 1001
1547 2 100 504 1001
1548 2 104 502 1004
1549 2 100 504 1001
1550 2 100 504 1001
1551 2 100 504 1001
1552 2 100 504 1001
1553 2 100 504 1001
1554 2 100 504 1001
1555 2 100 504 1001
1556 2 100 504 1001
1557 2 100 504 1001
1558 2 100 504 1001
1559 2 100 504 1001
1560 2 100 504 1001
1561 2 104 502 1004
1562 2 100 504 1001
1563 2 100 504 1001
1564 2 100 504 1001
1565 2 100 504 1001
1566 2 100 504 1001
1567 2 100 504 1001
1568 2 100 504 1001
1569 2 100 504 1001
1570 2 100 504 1001
1571 2 100 504 1001
1572 2 100 504 1001
1573 2 100 504 1001
1574 2 100 504 1001
1575 2 100 504 1001
1576 2 100 504 1001
1577 2 100 504 1001
1578 2 100 504 1001
1579 2 100 504 1001
1580 2 100 504 1001
1581 2 100 504 1001
1582 2 100 504 1001
1583 2 100 504 1001
1584 2 100 504 1001
1585 2 100 504 1001
1586 2 100 504 1001
1587 2 100 504 1001
1588 2 100 504 1001
1589 2 100 504 1001
1590 2 100 504 1001
1591 2 100 504 1001
1592 2 100 504 1001
1593 2 100 504 1001
1594 2 100 504 1001
1595 2 101 501 1000
1596 2 100 504 1001
1597 2 100 504 1001
1598 2 100 504 1001
1599 2 100 504 1001
1600 2 100 504 1001
1601 2 100 504 1001
1602 2 100 504 1001
1603 2 100 504 1001
1604 2 100 504 1001
1605 2 100 504 1001
1606 2 100 504 1001
1607 2 100 504 1001
1608 2 100 504 1001
1609 2 100 504 1001
1610 2 100 504 1001
1611 2 100 504 1001
1612 2 100 504 1001
1613 2 104 502 1004
1614 2 100 504 1001
1615 2 100 504 1001
1616 2 100 504 1001
1617 2 100 504 1001
1618 2 100 504 1001
1619 2 100 504 1001
1620 2 100 504 1001
1621 2 100 504 1001
1622 2 100 504 1001
1623 2 100 504 1001
1624 2 100 504 1001
1625 2 100 504 1001
1626 2 100 504 1001
1627 2 100 504 1001
1628 2 100 504 1001
1629 2 100 504 1001
1630 2 100 504 1001
1631 2 100 504 1001
1632 2 100 504 1001
1633 2 100 504 1001
1634 2 100 504 1001
1635 2 100 504 1001
1636 2 100 504 1001
1637 2 100 504 1001
1638 2 100 504 1001
1639 2 100 504 1001
1640 2 100 504 1001
1641 2 100 504 1001
1642 2 100 504 1001
1643 2 100 504 1001
1644 2 100 504 1001
1645 2 100 504 1001
1646 2 100 504 1001
1647 2 102 500 1002
1648 2 100 504 1001
1649 2 102 500 1002
1650 2 100 504 1001
1651 2 100 504 1001
1652 2 100 504 1001
1653 2 100 504 1001
1654 2 103 503 1003
1655 2 100 504 1001
1656 2 100 504 1001
1657 2 101 501 1000
1658 2 100 504 1001
1659 2 100 504 1001
1660 2 101 501 1000
1661 2 100 504 1001
1662 2 100 504 1001
1663 2 100 504 1001
1664 2 100 504 1001
1665 2 100 504 1001
1666 2 104 502 1004
1667 2 100 504 1001
1668 2 100 504 1001
1669 2 100 504 1001
1670 2 100 504 1001
1671 2 100 504 1001
1672 2 100 504 1001
1673 2 100 504 1001
1674 2 100 504 1001
1675 2 100 504 1001
1676 2 100 504 1001
1677 2 100 504 1001
1678 2 100 504 1001
1679 2 100 504 1001
1680 2 100 504 1001
1681 2 100 504 1001
1682 2 100 504 1001
1683 2 100 504 1001
1684 2 100 504 1001
1685 2 100 504 1001
1686 2 100 504 1001
1687 2 100 504 1001
1688 2 100 504 1001
1689 2 100 504 1001
1690 2 100 504 1001
1691 2 100 504 1001
1692 2 100 504 1001
1693 2 100 504 1001
1694 2 100 504 1001
1695 2 100 504 1001
1696 2 100 504 1001
1697 2 100 504 1001
1698 2 100 504 1001
1699 2 100 504 1001
1700 2 100 504 1001
1701 2 100 504 1001
1702 2 100 504 1001
1703 2 100 504 1001
1704 2 100 504 1001
1705 2 100 504 1001
1706 2 100 504 1001
1707 2 100 504 1001
1708 2 100 504 1001
1709 2 100 504 1001
1710 2 100 504 1001
1711 2 100 504 1001
1712 2 100 504 1001
1713 2 100 504 1001
1714 2 100 504 1001
1715 2 100 504 1001
1716 2 100 504 1001
1717 2 100 504 1001
1718 2 100 504 1001
1719 2 100 504 1001
1720 2 100 504 1001
1721 2 100 504 1001
1722 2 100 504 1001
1723 2 100 504 1001
1724 2 100 504 1001
1725 2 100 504 1001
1726 2 100 504 1001
1727 2 100 504 1001
1728 2 100 504 1001
1729 2 100 504 1001
1730 2 100 504 1001
1731 2 100 504 1001
1732 2 100 504 1001
1733 2 100 504 1001
1734 2 100 504 1001
1735 2 100 504 1001
1736 2 100 504 1001
1737 2 100 504 1001
1738 2 100 504 1001
1739 2 100 504 1001
1740 2 100 504 1001
1741 2 103 503 1003
1742 2 100 504 1001
1743 2 100 504 1001
1744 2 100 504 1001
1745 2 100 504 1001
1746 2 100 504 1001
1747 2 100 504 1001
1748 2 100 504 1001
1749 2 100 504 1001
1750 2 100 504 1001
1751 2 100 504 1001
1752 2 100 504 1001
1753 2 100 504 1001
1754 2 100 504 1001
1755 2 100 504 1001
1756 2 100 504 1001
1757 2 100 504 1001
1758 2 100 504 1001
1759 2 100 504 1001
1760 2 100 504 1001
1761 2 100 504 1001
1762 2 100 504 1001
1763 2 100 504 1001
1764 2 100 504 1001
1765 2 100 504 1001
1766 2 100 504 1001
1767 2 100 504 1001
1768 2 100 504 1001
1769 2 100 504 1001
1770 2 104 502 1004
1771 2 100 504 1001
1772 2 100 504 1001
1773 2 100 504 1001
1774 2 100 504 1001
1775 2 100 504 1001
1776 2 100 504 1001
1777 2 100 504 1001
1778 2 101 501 1000
1779 2 100 504 1001
1780 2 100 504 1001
1781 2 100 504 1001
1782 2 100 504 1001
1783 2 100 504 1001
1784 2 100 504 1001
1785 2 100 504 1001
1786 2 100 504 1001
1787 2 100 504 1001
1788 2 100 504 1001
1789 2 100 504 1001
1790 2 100 504 1001
1791 2 101 501 1000
1792 2 100 504 1001
1793 2 100 504 1001
1794 2 100 504 1001
1795 2 100 504 1001
1796 2 100 504 1001
1797 2 100 504 1001
1798 2 100 504 1001
1799 2 100 504 1001
1800 2 100 504 1001
1801 2 100 504 1001
1802 2 100 504 1001
1803 2 100 504 1001
1804 2 100 504 1001
1805 2 100 504 1001
1806 2 100 504 1001
1807 2 100 504 1001
1808 2 100 504 1001
1809 2 100 504 1001
1810 2 100 504 1001
1811 2 100 504 1001
1812 2 100 504 1001
1813 2 100 504 1001
1814 2 100 504 1001
1815 2 100 504 1001
1816 2 100 504 1001
1817 2 100 504 1001
1818 2 100 504 1001
1819 2 100 504 1001
1820 2 100 504 1001
1821 2 100 504 1001
1822 2 100 504 1001
1823 2 100 504 1001
1824 2 100 504 1001
1825 2 100 504 1001
1826 2 100 504 1001
1827 2 100 504 1001
1828 2 100 504 1001
1829 2 100 504 1001
1830 2 100 504 1001
1831 2 100 504 1001
1832 2 100 504 1001
1833 2 100 504 1001
1834 2 100 504 1001
1835 2 100 504 1001
1836 2 100 504 1001
1837 2 100 504 1001
1838 2 100 504 1001
1839 2 103 503 1003
1840 2 100 504 1001
1841 2 100 504 1001
1842 2 100 504 1001
1843 2 100 504 1001
1844 2 100 504 1001
1845 2 100 504 1001
1846 2 100 504 1001
1847 2 100 504 1001
1848 2 100 504 1001
1849 2 100 504 1001
1850 2 100 504 1001
1851 2 100 504 1001
1852 2 100 504 1001
1853 2 100 504 1001
1854 2 100 504 1001
1855 2 100 504 1001
1856 2 100 504 1001
1857 2 100 504 1001
1858 2 100 504 1001
1859 2 100 504 1001
1860 2 100 504 1001
1861 2 103 503 1003
1862 2 101 501 1000
1863 2 100 504 1001
1864 2 100 504 1001
1865 2 100 504 1001
1866 2 104 502 1004
1867 2 100 504 1001
1868 2 100 504 1001
1869 2 100 504 1001
1870 2 100 504 1001
1871 2 100 504 1001
1872 2 100 504 1001
1873 2 100 504 1001
1874 2 100 504 1001
1875 2 100 504 1001
1876 2 100 504 1001
1877 2 100 504 1001
1878 2 100 504 1001
1879 2 100 504 1001
1880 2 100 504 1001
1881 2 100 504 1001
1882 2 100 504 1001
1883 2 100 504 1001
1884 2 100 504 1001
1885 2 100 504 1001
1886 2 100 504 1001
1887 2 100 504 1001
1888 2 100 504 1001
1889 2 100 504 1001
1890 2 100 504 1001
1891 2 100 504 1001
1892 2 100 504 1001
1893 2 100 504 1001
1894 2 100 504 1001
1895 2 100 504 1001
1896 2 100 504 1001
1897 2 100 504 1001
1898 2 100 504 1001
1899 2 100 504 1001
1900 2 104 502 1004
1901 2 100 504 1001
1902 2 100 504 1001
1903 2 100 504 1001
1904 2 100 504 1001
1905 2 100 504 1001
1906 2 100 504 1001
1907 2 100 504 1001
1908 2 100 504 1001
1909 2 100 504 1001
1910 2 100 504 1001
1911 2 100 504 1001
1912 2 100 504 1001
1913 2 100 504 1001
1914 2 100 504 1001
1915 2 100 504 1001
1916 2 100 504 1001
1917 2 100 504 1001
1918 2 100 504 1001
1919 2 100 504 1001
1920 2 100 504 1001
1921 2 100 504 1001
1922 2 100 504 1001
1923 2 103 503 1003
1924 2 100 504 1001
1925 2 100 504 1001
1926 2 100 504 1001
1927 2 104 502 1004
1928 2 100 504 1001
1929 2 100 504 1001
1930 2 100 504 1001
1931 2 100 504 1001
1932 2 100 504 1001
1933 2 100 504 1001
1934 2 100 504 1001
1935 2 100 504 1001
1936 2 100 504 1001
1937 2 100 504 1001
1938 2 100 504 1001
1939 2 100 504 1001
1940 2 100 504 1001
1941 2 100 504 1001
1942 2 102 500 1002
1943 2 100 504 1001
1944 2 100 504 1001
1945 2 100 504 1001
1946 2 100 504 1001
1947 2 100 504 1001
1948 2 100 504 1001
1949 2 100 504 1001
1950 2 100 504 1001
1951 2 100 504 1001
1952 2 100 504 1001
1953 2 100 504 1001
1954 2 100 504 1001
1955 2 100 504 1001
1956 2 100 504 1001
1957 2 100 504 1001
1958 2 100 504 1001
1959 2 100 504 1001
1960 2 100 504 1001
1961 2 100 504 1001
1962 2 100 504 1001
1963 2 103 503 1003
1964 2 100 504 1001
1965 2 100 504 1001
1966 2 100 504 1001
1967 2 100 504 1001
1968 2 100 504 1001
1969 2 100 504 1001
1970 2 100 504 1001
1971 2 100 504 1001
1972 2 100 504 1001
1973 2 100 504 1001
1974 2 100 504 1001
1975 2 100 504 1001
1976 2 100 504 1001
1977 2 100 504 1001
1978 2 100 504 1001
1979 2 100 504 1001
1980 2 100 504 1001
1981 2 100 504 1001
1982 2 101 501 1000
1983 2 100 504 1001
1984 2 100 504 1001
1985 2 100 504 1001
1986 2 100 504 1001
1987 2 100 504 1001
1988 2 100 504 1001
1989 2 100 504 1001
1990 2 100 504 1001
1991 2 100 504 1001
1992 2 100 504 1001
1993 2 100 504 1001
1994 2 100 504 1001
1995 2 100 504 1001
1996 2 100 504 1001
1997 2 100 504 1001
1998 2 100 504 1001
1999 2 100 504 1001
2000 2 100 504 1001
2001 9 103 503 1003
2002 9 103 503 1003
2003 9 103 503 1003
2004 9 103 503 1003
2005 9 103 503 1003
2006 9 103 503 1003
2007 9 103 503 1003
2008 9 103 503 1003
2009 9 103 503 1003
2010 9 103 503 1003
2011 9 103 503 1003
2012 9 103 503 1003
2013 9 103 503 1003
2014 9 103 503 1003
2015 9 103 503 1003
2016 9 103 503 1003
2017 9 103 503 1003
2018 9 103 503 1003
2019 9 103 503 1003
2020 9 103 503 1003
2021 9 103 503 1003
2022 9 103 503 1003
2023 9 103 503 1003
2024 9 103 503 1003
2025 9 103 503 1003
2026 9 103 503 1003
2027 9 103 503 1003
2028 9 103 503 1003
2029 9 103 503 1003
2030 9 103 503 1003
2031 9 103 503 1003
2032 9 103 503 1003
2033 9 103 503 1003
2034 9 103 503 1003
2035 9 103 503 1003
2036 9 103 503 1003
2037 9 103 503 1003
2038 9 103 503 1003
2039 9 103 503 1003
2040 9 103 503 1003
2041 9 103 503 1003
2042 9 103 503 1003
2043 9 103 503 1003
2044 9 103 503 1003
2045 9 103 503 1003
2046 9 103 503 1003
2047 9 103 503 1003
2048 9 103 503 1003
2049 9 103 503 1003
2050 9 103 503 1003
2051 9 103 503 1003
2052 9 103 503 1003
2053 9 103 503 1003
2054 9 103 503 1003
2055 9 103 503 1003
2056 9 103 503 1003
2057 9 103 503 1003
2058 9 103 503 1003
2059 9 103 503 1003
2060 9 103 503 1003
2061 9 103 503 1003
2062 9 103 503 1003
2063 9 103 503 1003
2064 9 102 500 1002
2065 9 103 503 1003
2066 9 103 503 1003
2067 9 103 503 1003
2068 9 103 503 1003
2069 9 103 503 1003
2070 9 103 503 1003
2071 9 103 503 1003
2072 9 103 503 1003
2073 9 103 503 1003
2074 9 103 503 1003
2075 9 103 503 1003
2076 9 103 503 1003
2077 9 103 503 1003
2078 9 103 503 1003
2079 9 103 503 1003
2080 9 103 503 1003
2081 9 103 503 1003
2082 9 103 503 1003
2083 9 103 503 1003
2084 9 103 503 1003
2085 9 103 503 1003
2086 9 103 503 1003
2087 9 103 503 1003
2088 9 103 503 1003
2089 9 103 503 1003
2090 9 103 503 1003
2091 9 103 503 1003
2092 9 103 503 1003
2093 9 103 503 1003
2094 9 103 503 1003
2095 9 103 503 1003
2096 9 103 503 1003
2097 9 103 503 1003
2098 9 103 503 1003
2099 9 103 503 1003
2100 9 103 503 1003
2101 9 103 503 1003
2102 9 103 503 1003
2103 9 103 503 1003
2104 9 103 503 1003
2105 9 103 503 1003
2106 9 103 503 1003
2107 9 103 503 1003
2108 9 103 503 1003
2109 9 103 503 1003
2110 9 103 503 1003
2111 9 103 503 1003
2112 9 103 503 1003
2113 9 103 503 1003
2114 9 103 503 1003
2115 9 103 503 1003
2116 9 103 503 1003
2117 9 103 503 1003
2118 9 103 503 1003
2119 9 103 503 1003
2120 9 103 503 1003
2121 9 103 503 1003
2122 9 103 503 1003
2123 9 103 503 1003
2124 9 103 503 1003
2125 9 103 503 1003
2126 9 103 503 1003
2127 9 103 503 1003
2128 9 103 503 1003
2129 9 103 503 1003
2130 9 102 500 1002
2131 9 103 503 1003
2132 9 101 501 1000
2133 9 103 503 1003
2134 9 103 503 1003
2135 9 103 503 1003
2136 9 103 503 1003
2137 9 103 503 1003
2138 9 103 503 1003
2139 9 103 503 1003
2140 9 103 503 1003
2141 9 103 503 1003
2142 9 103 503 1003
2143 9 103 503 1003
2144 9 103 503 1003
2145 9 101 501 1000
2146 9 103 503 1003
2147 9 103 503 1003
2148 9 103 503 1003
2149 9 103 503 1003
2150 9 103 503 1003
2151 9 103 503 1003
2152 9 103 503 1003
2153 9 103 503 1003
2154 9 103 503 1003
2155 9 103 503 1003
2156 9 103 503 1003
2157 9 103 503 1003
2158 9 103 503 1003
2159 9 103 503 1003
2160 9 103 503 1003
2161 9 103 503 1003
2162 9 103 503 1003
2163 9 103 503 1003
2164 9 103 503 1003
2165 9 103 503 1003
2166 9 103 503 1003
2167 9 103 503 1003
2168 9 103 503 1003
2169 9 103 503 1003
2170 9 103 503 1003
2171 9 103 503 1003
2172 9 103 503 1003
2173 9 103 503 1003
2174 9 103 503 1003
2175 9 103 503 1003
2176 9 103 503 1003
2177 9 103 503 1003
2178 9 103 503 1003
2179 9 104 502 1004
2180 9 103 503 1003
2181 9 103 503 1003
2182 9 103 503 1003
2183 9 102 500 1002
2184 9 103 503 1003
2185 9 103 503 1003
2186 9 103 503 1003
2187 9 103 503 1003
2188 9 103 503 1003
2189 9 103 503 1003
2190 9 103 503 1003
2191 9 103 503 1003
2192 9 103 503 1003
2193 9 103 503 1003
2194 9 103 503 1003
2195 9 103 503 1003
2196 9 103 503 1003
2197 9 103 503 1003
2198 9 103 503 1003
2199 9 103 503 1003
2200 9 103 503 1003
2201 9 103 503 1003
2202 9 103 503 1003
2203 9 103 503 1003
2204 9 103 503 1003
2205 9 103 503 1003
2206 9 103 503 1003
2207 9 103 503 1003
2208 9 103 503 1003
2209 9 103 503 1003
2210 9 103 503 1003
2211 9 103 503 1003
2212 9 103 503 1003
2213 9 103 503 1003
2214 9 103 503 1003
2215 9 102 500 1002
2216 9 103 503 1003
2217 9 103 503 1003
2218 9 103 503 1003
2219 9 103 503 1003
2220 9 103 503 1003
2221 9 103 503 1003
2222 9 103 503 1003
2223 9 103 503 1003
2224 9 103 503 1003
2225 9 103 503 1003
2226 9 103 503 1003
2227 9 103 503 1003
2228 9 103 503 1003
2229 9 101 501 1000
2230 9 103 503 1003
2231 9 103 503 1003
2232 9 103 503 1003
2233 9 103 503 1003
2234 9 103 503 1003
2235 9 103 503 1003
2236 9 103 503 1003
2237 9 103 503 1003
2238 9 103 503 1003
2239 9 103 503 1003
2240 9 103 503 1003
2241 9 103 503 1003
2242 9 103 503 1003
2243 9 103 503 1003
2244 9 103 503 1003
2245 9 103 503 1003
2246 9 103 503 1003
2247 9 103 503 1003
2248 9 103 503 1003
2249 9 103 503 1003
2250 9 103 503 1003
2251 9 103 503 1003
2252 9 103 503 1003
2253 9 103 503 1003
2254 9 103 503 1003
2255 9 103 503 1003
2256 9 103 503 1003
2257 9 103 503 1003
2258 9 103 503 1003
2259 9 103 503 1003
2260 9 103 503 1003
2261 9 103 503 1003
2262 9 103 503 1003
2263 9 103 503 1003
2264 9 103 503 1003
2265 9 103 503 1003
2266 9 103 503 1003
2267 9 103 503 1003
2268 9 103 503 1003
2269 9 103 503 1003
2270 9 103 503 1003
2271 9 103 503 1003
2272 9 103 503 1003
2273 9 103 503 1003
2274 9 103 503 1003
2275 9 103 503 1003
2276 9 103 503 1003
2277 9 103 503 1003
2278 9 103 503 1003
2279 9 103 503 1003
2280 9 103 503 1003
2281 9 103 503 1003
2282 9 103 503 1003
2283 9 103 503 1003
2284 9 103 503 1003
2285 9 103 503 1003
2286 9 103 503 1003
2287 9 103 503 1003
2288 9 103 503 1003
2289 9 103 503 1003
2290 9 103 503 1003
2291 9 102 500 1002
2292 9 103 503 1003
2293 9 103 503 1003
2294 9 103 503 1003
2295 9 103 503 1003
2296 9 103 503 1003
2297 9 103 503 1003
2298 9 103 503 1003
2299 9 103 503 1003
2300 9 103 503 1003
2301 9 103 503 1003
2302 9 103 503 1003
2303 9 103 503 1003
2304 9 103 503 1003
2305 9 103 503 1003
2306 9 102 500 1002
2307 9 103 503 1003
2308 9 103 503 1003
2309 9 103 503 1003
2310 9 103 503 1003
2311 9 103 503 1003
2312 9 103 503 1003
2313 9 103 503 1003
2314 9 103 503 1003
2315 9 103 503 1003
2316 9 103 503 1003
2317 9 103 503 1003
2318 9 103 503 1003
2319 9 103 503 1003
2320 9 103 503 1003
2321 9 103 503 1003
2322 9 103 503 1003
2323 9 103 503 1003
2324 9 103 503 1003
2325 9 103 503 1003
2326 9 103 503 1003
2327 9 103 503 1003
2328 9 103 503 1003
2329 9 103 503 1003
2330 9 103 503 1003
2331 9 103 503 1003
2332 9 103 503 1003
2333 9 103 503 1003
2334 9 103 503 1003
2335 9 103 503 1003
2336 9 103 503 1003
2337 9 103 503 1003
2338 9 103 503 1003
2339 9 103 503 1003
2340 9 103 503 1003
2341 9 103 503 1003
2342 9 103 503 1003
2343 9 103 503 1003
2344 9 103 503 1003
2345 9 103 503 1003
2346 9 103 503 1003
2347 9 103 503 1003
2348 9 103 503 1003
2349 9 103 503 1003
2350 9 103 503 1003
2351 9 103 503 1003
2352 9 103 503 1003
2353 9 103 503 1003
2354 9 103 503 1003
2355 9 103 503 1003
2356 9 103 503 1003
2357 9 103 503 1003
2358 9 103 503 1003
2359 9 103 503 1003
2360 9 103 503 1003
2361 9 103 503 1003
2362 9 103 503 1003
2363 9 103 503 1003
2364 9 101 501 1000
2365 9 103 503 1003
2366 9 103 503 1003
2367 9 103 503 1003
2368 9 103 503 1003
2369 9 103 503 1003
2370 9 103 503 1003
2371 9 103 503 1003
2372 9 103 503 1003
2373 9 103 503 1003
2374 9 103 503 1003
2375 9 103 503 1003
2376 9 103 503 1003
2377 9 103 503 1003
2378 9 103 503 1003
2379 9 103 503 1003
2380 9 103 503 1003
2381 9 102 500 1002
2382 9 103 503 1003
2383 9 103 503 1003
2384 9 103 503 1003
2385 9 103 503 1003
2386 9 103 503 1003
2387 9 103 503 1003
2388 9 103 503 1003
2389 9 103 503 1003
2390 9 103 503 1003
2391 9 103 503 1003
2392 9 103 503 1003
